facultad,extension,matriculas_ordinarias,matriculas_extraordinarias,retiros,publicacion_articulos_cientificos_docentes,publicacion_libros_cientificos_docentes,publicacion_revistas_cientificas_docentes,publicacion_articulo_cientifico_estudiante,publicacion_revista_cientifica_estudiante,periodo_academico
Medicina,El Carmen,84,14,11,4,40,14,91,32,11/02/2018
Medicina,El Carmen,84,14,11,4,37,14,73,125,11/02/2019
Medicina,El Carmen,84,14,11,4,31,14,82,75,11/02/2021
Medicina,El Carmen,84,14,11,4,45,14,32,32,11/02/2021
Medicina,El Carmen,84,14,11,4,37,14,91,75,11/02/2018
Medicina,El Carmen,84,14,13,8,51,14,54,50,11/06/2020
Medicina,El Carmen,84,14,13,8,43,14,46,63,18/06/2020
Medicina,El Carmen,84,14,13,8,37,14,32,75,25/06/2020
Medicina,El Carmen,84,14,13,8,25,14,32,50,01/07/2020
Medicina,El Carmen,84,14,17,8,31,14,32,50,08/07/2020
Medicina,El Carmen,84,14,16,8,27,14,32,38,15/07/2020
Medicina,El Carmen,84,14,14,8,49,14,32,88,07/09/2019
Medicina,El Carmen,84,14,22,8,39,14,32,75,30/07/2020
Medicina,El Carmen,84,14,21,8,42,14,32,88,06/08/2020
Medicina,El Carmen,84,14,27,8,44,14,32,75,13/08/2020
Medicina,El Carmen,84,14,15,8,33,14,32,75,20/08/2020
Medicina,El Carmen,84,14,18,8,32,14,32,88,27/08/2021
Medicina,El Carmen,84,14,19,14,27,14,32,14,03/09/2020
Medicina,El Carmen,84,14,19,8,35,14,32,75,10/09/2020
Medicina,El Carmen,84,14,40,9,29,14,45,32,17/09/2020
Medicina,El Carmen,84,14,40,8,36,14,38,63,24/09/2020
Medicina,El Carmen,84,14,40,8,36,14,45,88,30/09/2020
Medicina,El Carmen,84,14,40,8,55,14,25,88,08/10/2020
Medicina,El Carmen,84,14,40,8,57,14,35,38,15/10/2020
Medicina,El Carmen,84,14,40,8,57,14,35,38,22/10/2020
Medicina,El Carmen,84,14,40,8,52,14,20,75,29/10/2020
Medicina,El Carmen,84,14,40,8,38,14,25,63,05/11/2020
Medicina,El Carmen,84,14,40,8,45,14,8,63,12/11/2020
Odontologia,Matriz,50,14,4,14,18,14,26,14,25/11/2017
Odontologia,Matriz,50,14,26,14,80,14,26,14,25/11/2017
Odontologia,Matriz,50,14,4,14,28,14,26,14,05/06/2018
Odontologia,Matriz,50,14,4,14,26,14,26,14,11/02/2018
Odontologia,Matriz,50,14,4,14,18,14,26,14,11/02/2019
Odontologia,Matriz,50,14,4,14,44,14,26,14,11/02/2021
Odontologia,Matriz,50,14,4,14,24,14,26,14,11/02/2021
Odontologia,Matriz,50,14,4,14,34,14,26,14,11/02/2018
Odontologia,Matriz,50,14,4,14,26,14,26,14,11/06/2020
Odontologia,Matriz,50,14,4,14,44,14,26,14,18/06/2020
Odontologia,Matriz,50,14,4,14,34,14,26,14,25/06/2020
Odontologia,Matriz,50,14,4,14,38,14,26,14,01/07/2020
Odontologia,Matriz,50,14,4,14,32,14,26,14,08/07/2020
Odontologia,Matriz,50,14,4,14,32,14,26,14,15/07/2020
Odontologia,Matriz,50,14,4,14,30,14,75,14,07/09/2019
Odontologia,Matriz,50,14,4,14,24,14,25,14,30/07/2020
Odontologia,Matriz,50,14,4,14,16,14,32,14,06/08/2020
Odontologia,Matriz,50,14,4,14,18,14,75,14,13/08/2020
Odontologia,Matriz,50,14,4,14,32,14,32,14,20/08/2020
Odontologia,Matriz,50,14,8,14,36,14,50,14,27/08/2021
Odontologia,Matriz,50,14,3,14,32,14,32,14,03/09/2020
Odontologia,Matriz,50,14,4,14,28,14,32,14,10/09/2020
Odontologia,Matriz,50,14,4,14,36,14,32,14,17/09/2020
Odontologia,Matriz,50,14,4,14,24,14,32,14,24/09/2020
Odontologia,Matriz,50,14,7,14,38,14,43,14,30/09/2020
Odontologia,Matriz,50,14,4,14,54,14,26,14,08/10/2020
Odontologia,Matriz,50,14,6,14,28,14,33,14,15/10/2020
Odontologia,Matriz,50,14,6,14,28,14,33,14,22/10/2020
Odontologia,Matriz,50,14,6,14,30,14,33,14,29/10/2020
Odontologia,Matriz,50,14,7,14,34,14,43,14,05/11/2020
Odontologia,Matriz,50,14,4,14,28,14,25,14,12/11/2020
Odontologia,Chone,24,14,4,14,50,14,25,14,25/11/2017
Odontologia,Chone,4,14,4,14,32,14,32,14,25/11/2017
Odontologia,Chone,32,14,26,14,26,14,26,14,05/06/2018
Odontologia,Chone,32,14,26,14,26,14,26,14,11/02/2018
Odontologia,Chone,32,14,26,14,26,14,26,14,11/02/2019
Odontologia,Chone,32,14,26,14,53,14,26,14,11/02/2021
Odontologia,Chone,32,14,26,14,26,14,26,14,11/02/2021
Odontologia,Chone,32,14,26,14,75,14,26,14,11/02/2018
Odontologia,Chone,32,14,26,14,75,14,26,14,11/06/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,18/06/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,25/06/2020
Odontologia,Chone,32,14,26,14,26,14,26,14,01/07/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,08/07/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,15/07/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,07/09/2019
Odontologia,Chone,32,14,26,14,169,14,26,14,30/07/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,06/08/2020
Odontologia,Chone,32,14,26,14,169,14,26,14,13/08/2020
Odontologia,Chone,32,14,26,14,78,14,26,14,20/08/2020
Odontologia,Chone,32,14,26,14,75,14,26,14,27/08/2021
Odontologia,Chone,32,14,26,14,75,14,26,14,03/09/2020
Odontologia,Chone,32,14,26,14,78,14,26,14,10/09/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,17/09/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,24/09/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,30/09/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,08/10/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,15/10/2020
Odontologia,Chone,32,14,26,14,72,14,26,14,22/10/2020
Odontologia,Chone,32,14,26,14,88,14,26,14,29/10/2020
Odontologia,Chone,32,14,26,14,50,14,26,14,05/11/2020
Odontologia,Chone,32,14,26,14,63,14,26,14,12/11/2020
Odontologia,Bahia­,15,14,5,14,20,14,26,14,25/11/2017
Odontologia,Bahia­,41,14,5,14,5,14,26,14,25/11/2017
Odontologia,Bahia­,41,14,5,14,5,14,26,14,05/06/2018
Odontologia,Bahia­,41,14,5,14,10,14,60,14,11/02/2018
Odontologia,Bahia­,41,14,16,14,7,14,19,14,11/02/2019
Odontologia,Bahia­,41,14,5,14,15,14,20,14,11/02/2021
Odontologia,Bahia­,36,14,5,14,31,14,20,14,11/02/2021
Odontologia,Bahia­,36,14,5,14,25,14,40,14,11/02/2018
Odontologia,Bahia­,36,14,5,14,17,14,40,14,11/06/2020
Odontologia,Bahia­,36,14,5,14,14,14,40,14,18/06/2020
Odontologia,Bahia­,36,14,5,14,17,14,40,14,25/06/2020
Odontologia,Bahia­,36,14,5,14,17,14,40,14,01/07/2020
Odontologia,Bahia­,36,14,5,14,8,14,40,14,08/07/2020
Odontologia,Bahia­,36,14,5,14,14,14,20,14,15/07/2020
Odontologia,Bahia­,36,14,5,14,8,14,26,14,07/09/2019
Odontologia,Bahia­,36,14,5,14,8,14,26,14,30/07/2020
Odontologia,Bahia­,36,14,5,14,25,14,60,14,06/08/2020
Odontologia,Bahia­,36,14,5,14,25,14,60,14,13/08/2020
Odontologia,Bahia­,36,14,5,14,22,14,26,14,20/08/2020
Odontologia,Bahia­,36,14,5,14,17,14,20,14,27/08/2021
Odontologia,Bahia­,36,14,5,14,14,14,80,14,03/09/2020
Odontologia,Bahia­,36,14,5,14,17,14,26,14,10/09/2020
Odontologia,Bahia­,36,14,5,14,22,14,20,14,17/09/2020
Odontologia,Bahia­,36,14,5,14,17,14,60,14,24/09/2020
Odontologia,Bahia­,36,14,5,14,14,14,40,14,30/09/2020
Odontologia,Bahia­,36,14,5,14,28,14,20,14,08/10/2020
Odontologia,Bahia­,36,14,5,14,28,14,26,14,15/10/2020
Odontologia,Bahia­,36,14,5,14,28,14,26,14,22/10/2020
Odontologia,Bahia­,36,14,5,14,19,14,40,14,29/10/2020
Odontologia,Bahia­,36,14,5,14,17,14,20,14,05/11/2020
Odontologia,Bahia­,36,14,5,14,31,14,20,14,12/11/2020
Odontologia,El Carmen,15,14,1,14,7,14,26,14,25/11/2017
Odontologia,El Carmen,15,14,5,14,40,14,26,14,25/11/2017
Odontologia,El Carmen,15,14,5,14,27,14,26,14,05/06/2018
Odontologia,El Carmen,15,14,6,14,27,14,26,14,11/02/2018
Odontologia,El Carmen,15,14,6,14,40,14,26,14,11/02/2019
Odontologia,El Carmen,15,14,3,14,32,14,26,14,11/02/2021
Odontologia,El Carmen,15,14,3,14,67,14,26,14,11/02/2021
Odontologia,El Carmen,15,14,3,14,53,14,26,14,11/02/2018
Odontologia,El Carmen,15,14,3,14,33,14,26,14,11/06/2020
Odontologia,El Carmen,15,14,3,14,40,14,26,14,18/06/2020
Odontologia,El Carmen,15,14,3,14,73,14,33,14,25/06/2020
Odontologia,El Carmen,15,14,3,14,27,14,26,14,01/07/2020
Odontologia,El Carmen,15,14,3,14,27,14,26,14,08/07/2020
Odontologia,El Carmen,15,14,3,14,33,14,26,14,15/07/2020
Odontologia,El Carmen,15,14,3,14,27,14,26,14,07/09/2019
Odontologia,El Carmen,15,14,3,14,60,14,26,14,30/07/2020
Odontologia,El Carmen,15,14,3,14,33,14,33,14,06/08/2020
Odontologia,El Carmen,15,14,3,14,47,14,33,14,13/08/2020
Odontologia,El Carmen,15,14,3,14,33,14,26,14,20/08/2020
Odontologia,El Carmen,15,14,3,14,20,14,26,14,27/08/2021
Odontologia,El Carmen,15,14,26,14,33,14,26,14,03/09/2020
Odontologia,El Carmen,15,14,26,14,27,14,26,14,10/09/2020
Odontologia,El Carmen,15,14,26,14,33,14,26,14,17/09/2020
Odontologia,El Carmen,15,14,3,14,47,14,26,14,24/09/2020
Odontologia,El Carmen,15,14,3,14,53,14,33,14,30/09/2020
Odontologia,El Carmen,15,14,3,14,33,14,33,14,08/10/2020
Odontologia,El Carmen,15,14,3,14,47,14,26,14,15/10/2020
Odontologia,El Carmen,15,14,3,14,47,14,26,14,22/10/2020
Odontologia,El Carmen,15,14,3,14,53,14,26,14,29/10/2020
Odontologia,El Carmen,15,14,3,14,47,14,26,14,05/11/2020
Odontologia,El Carmen,15,14,3,14,40,14,26,14,12/11/2020
Ciencias_Administrativas,Matriz,25,14,3,14,12,14,32,14,25/11/2017
Ciencias_Administrativas,Matriz,25,14,3,14,8,14,33,14,25/11/2017
Ciencias_Administrativas,Matriz,25,14,3,14,12,14,33,14,05/06/2018
Ciencias_Administrativas,Matriz,25,14,3,14,8,14,26,14,11/02/2018
Ciencias_Administrativas,Matriz,25,14,3,14,8,14,26,14,11/02/2019
Ciencias_Administrativas,Matriz,25,14,3,14,26,14,26,14,11/02/2021
Ciencias_Administrativas,Matriz,25,14,3,14,20,14,26,14,11/02/2021
Ciencias_Administrativas,Matriz,25,14,3,14,28,14,26,14,11/02/2018
Ciencias_Administrativas,Matriz,25,14,3,14,16,14,33,14,11/06/2020
Ciencias_Administrativas,Matriz,25,14,3,14,16,14,33,14,18/06/2020
Ciencias_Administrativas,Matriz,25,14,3,14,28,14,26,14,25/06/2020
Ciencias_Administrativas,Matriz,25,14,3,14,24,14,26,14,01/07/2020
Ciencias_Administrativas,Matriz,25,14,3,14,40,14,33,14,08/07/2020
Ciencias_Administrativas,Matriz,25,14,3,14,20,14,32,14,15/07/2020
Ciencias_Administrativas,Matriz,25,14,3,14,12,14,67,14,07/09/2019
Ciencias_Administrativas,Matriz,25,14,3,14,32,14,67,14,30/07/2020
Ciencias_Administrativas,Matriz,25,14,3,14,16,14,26,14,06/08/2020
Ciencias_Administrativas,Matriz,25,14,3,14,12,14,26,14,13/08/2020







































































































Cotopaxi,Latacunga,200,4,50,10,41,25,46,171,29/10/2020


















































Cotopaxi,PujilÃ­,15,14,1,14,27,14,26,14,13/08/2020
Cotopaxi,PujilÃ­,15,14,1,14,27,14,26,14,20/08/2020
Cotopaxi,PujilÃ­,15,14,1,14,13,14,26,14,27/08/2021
Cotopaxi,PujilÃ­,15,14,1,14,67,14,26,14,03/09/2020
Cotopaxi,PujilÃ­,15,14,1,14,73,14,26,14,10/09/2020
Cotopaxi,PujilÃ­,15,14,1,14,40,14,26,14,17/09/2020
Cotopaxi,PujilÃ­,15,14,2,14,33,14,26,14,24/09/2020
Cotopaxi,PujilÃ­,15,14,2,14,13,14,26,14,30/09/2020
Cotopaxi,PujilÃ­,15,14,1,14,53,14,26,14,08/10/2020
Cotopaxi,PujilÃ­,15,14,1,14,53,14,26,14,15/10/2020
Cotopaxi,PujilÃ­,15,14,1,14,53,14,26,14,22/10/2020
Cotopaxi,PujilÃ­,15,14,1,14,33,14,26,14,29/10/2020
Cotopaxi,PujilÃ­,15,14,1,14,53,14,26,14,05/11/2020
Cotopaxi,PujilÃ­,15,14,1,14,33,14,26,14,12/11/2020
Cotopaxi,Salcedo,15,14,1,14,13,14,26,14,25/11/2017
Cotopaxi,Salcedo,15,14,1,14,27,14,26,14,25/11/2017
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,05/06/2018
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,11/02/2018
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,11/02/2019
Cotopaxi,Salcedo,15,14,1,14,20,14,26,14,11/02/2021
Cotopaxi,Salcedo,15,14,1,14,7,14,26,14,11/02/2021
Cotopaxi,Salcedo,15,14,1,14,7,14,26,14,11/02/2018
Cotopaxi,Salcedo,15,14,1,14,33,14,26,14,11/06/2020
Cotopaxi,Salcedo,15,14,1,14,20,14,26,14,18/06/2020
Cotopaxi,Salcedo,15,14,1,14,27,14,26,14,25/06/2020
Cotopaxi,Salcedo,15,14,1,14,47,14,26,14,01/07/2020
Cotopaxi,Salcedo,15,14,1,14,33,14,26,14,08/07/2020
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,15/07/2020
Cotopaxi,Salcedo,15,14,1,14,13,14,32,14,07/09/2019
Cotopaxi,Salcedo,15,14,2,14,27,14,50,14,30/07/2020
Cotopaxi,Salcedo,15,14,2,14,27,14,26,14,06/08/2020
Cotopaxi,Salcedo,15,14,1,14,13,14,32,14,13/08/2020
Cotopaxi,Salcedo,15,14,1,14,20,14,32,14,20/08/2020
Cotopaxi,Salcedo,15,14,1,14,33,14,26,14,27/08/2021
Cotopaxi,Salcedo,15,14,26,14,33,14,26,14,03/09/2020
Cotopaxi,Salcedo,15,14,26,14,13,14,26,14,10/09/2020
Cotopaxi,Salcedo,15,14,26,14,20,14,26,14,17/09/2020
Cotopaxi,Salcedo,15,14,1,14,27,14,26,14,24/09/2020
Cotopaxi,Salcedo,15,14,1,14,27,14,32,14,30/09/2020
Cotopaxi,Salcedo,15,14,1,14,47,14,26,14,08/10/2020
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,15/10/2020
Cotopaxi,Salcedo,15,14,1,14,40,14,26,14,22/10/2020
Cotopaxi,Salcedo,15,14,1,14,27,14,26,14,29/10/2020
Cotopaxi,Salcedo,15,14,1,14,27,14,26,14,05/11/2020
Cotopaxi,Salcedo,15,14,1,14,53,14,26,14,12/11/2020
Cotopaxi,Sigchos,32,14,1,14,25,14,26,14,25/11/2017
Cotopaxi,Sigchos,28,14,2,14,26,14,50,14,25/11/2017
Cotopaxi,Sigchos,28,14,2,14,4,14,26,14,05/06/2018
Cotopaxi,Sigchos,28,14,2,14,26,14,26,14,11/02/2018
Cotopaxi,Sigchos,28,14,2,14,4,14,26,14,11/02/2019
Cotopaxi,Sigchos,28,14,2,14,26,14,32,14,11/02/2021
Cotopaxi,Sigchos,28,14,2,14,7,14,26,14,11/02/2021
Cotopaxi,Sigchos,28,14,2,14,7,14,26,14,11/02/2018
Cotopaxi,Sigchos,28,14,2,14,32,14,50,14,11/06/2020
Cotopaxi,Sigchos,28,14,2,14,26,14,26,14,18/06/2020
Cotopaxi,Sigchos,28,14,2,14,7,14,26,14,25/06/2020
Cotopaxi,Sigchos,28,14,2,14,7,14,26,14,01/07/2020
Cotopaxi,Sigchos,28,14,2,14,7,14,26,14,08/07/2020
Cotopaxi,Sigchos,28,14,2,14,4,14,26,14,15/07/2020
Cotopaxi,Sigchos,28,14,2,14,11,14,26,14,07/09/2019
Cotopaxi,Sigchos,28,14,2,14,29,14,26,14,30/07/2020
Cotopaxi,Sigchos,28,14,2,14,18,14,26,14,06/08/2020
Cotopaxi,Sigchos,28,14,2,14,14,14,50,14,13/08/2020
Cotopaxi,Sigchos,28,14,4,14,18,14,75,14,20/08/2020
Cotopaxi,Sigchos,28,14,10,14,4,14,40,14,27/08/2021
Cotopaxi,Sigchos,28,14,26,14,11,14,26,14,03/09/2020
Cotopaxi,Sigchos,28,14,26,14,7,14,26,14,10/09/2020
Cotopaxi,Sigchos,28,14,26,14,11,14,26,14,17/09/2020
Cotopaxi,Sigchos,28,14,10,14,29,14,10,14,24/09/2020
Cotopaxi,Sigchos,28,14,10,14,11,14,26,14,30/09/2020
Cotopaxi,Sigchos,28,14,10,14,14,14,26,14,08/10/2020
Cotopaxi,Sigchos,28,14,10,14,21,14,26,14,15/10/2020
Cotopaxi,Sigchos,28,14,10,14,21,14,26,14,22/10/2020
Cotopaxi,Sigchos,28,14,10,14,18,14,10,14,29/10/2020
Cotopaxi,Sigchos,28,14,10,14,11,14,26,14,05/11/2020
Cotopaxi,Sigchos,28,14,10,14,25,14,20,14,12/11/2020
El Oro,Arenillas,18,14,2,14,26,14,26,14,25/11/2017
El Oro,Arenillas,18,14,2,14,11,14,26,14,25/11/2017
El Oro,Arenillas,16,14,2,14,13,14,26,14,05/06/2018
El Oro,Arenillas,16,14,2,14,19,14,50,14,11/02/2018
El Oro,Arenillas,16,14,2,14,26,14,50,14,11/02/2019
El Oro,Arenillas,16,14,2,14,38,14,50,14,11/02/2021
El Oro,Arenillas,16,14,2,14,44,14,50,14,11/02/2021
El Oro,Arenillas,16,14,2,14,25,14,26,14,11/02/2018
El Oro,Arenillas,16,14,2,14,38,14,26,14,11/06/2020
El Oro,Arenillas,16,14,2,14,19,14,50,14,18/06/2020
El Oro,Arenillas,16,14,2,14,38,14,50,14,25/06/2020
El Oro,Arenillas,16,14,2,14,31,14,50,14,01/07/2020
El Oro,Arenillas,16,14,2,14,31,14,50,14,08/07/2020
El Oro,Arenillas,16,14,2,14,38,14,50,14,15/07/2020
El Oro,Arenillas,16,14,2,14,25,14,26,14,07/09/2019
El Oro,Arenillas,16,14,2,14,44,14,26,14,30/07/2020
El Oro,Arenillas,16,14,2,14,31,14,50,14,06/08/2020
El Oro,Arenillas,16,14,2,14,25,14,32,14,13/08/2020
El Oro,Arenillas,16,14,2,14,38,14,32,14,20/08/2020
El Oro,Arenillas,16,14,2,14,19,14,26,14,27/08/2021
El Oro,Arenillas,16,14,2,14,75,14,26,14,03/09/2020
El Oro,Arenillas,16,14,2,14,38,14,50,14,10/09/2020
El Oro,Arenillas,16,14,2,14,50,14,50,14,17/09/2020
El Oro,Arenillas,16,14,2,14,44,14,50,14,24/09/2020
El Oro,Arenillas,16,14,2,14,25,14,26,14,30/09/2020
El Oro,Arenillas,16,14,2,14,31,14,32,14,08/10/2020
El Oro,Arenillas,16,14,2,14,88,14,50,14,15/10/2020
El Oro,Arenillas,16,14,2,14,88,14,50,14,22/10/2020
El Oro,Arenillas,16,14,2,14,44,14,26,14,29/10/2020
El Oro,Arenillas,16,14,2,14,38,14,26,14,05/11/2020
El Oro,Arenillas,16,14,2,14,25,14,26,14,12/11/2020
El Oro,El Guabo,33,14,10,14,36,14,26,14,25/11/2017
El Oro,El Guabo,33,14,10,14,39,14,30,14,25/11/2017
El Oro,El Guabo,23,14,10,14,48,14,50,14,05/06/2018
El Oro,El Guabo,23,14,10,14,48,14,171,14,11/02/2018
El Oro,El Guabo,23,14,10,14,83,14,50,14,11/02/2019
El Oro,El Guabo,23,14,10,14,57,14,90,14,11/02/2021
El Oro,El Guabo,23,14,10,14,39,14,50,14,11/02/2021
El Oro,El Guabo,23,14,10,14,74,14,40,14,11/02/2018
El Oro,El Guabo,23,14,10,14,171,14,171,14,11/06/2020
El Oro,El Guabo,23,14,10,14,171,14,40,14,18/06/2020
El Oro,El Guabo,23,14,10,14,52,14,20,14,25/06/2020
El Oro,El Guabo,23,14,10,14,61,14,20,14,01/07/2020
El Oro,El Guabo,23,14,10,14,78,14,10,14,08/07/2020
El Oro,El Guabo,23,14,10,14,78,14,10,14,15/07/2020
El Oro,El Guabo,23,14,10,14,52,14,60,14,07/09/2019
El Oro,El Guabo,23,14,10,14,87,14,30,14,30/07/2020
El Oro,El Guabo,23,14,10,14,61,14,60,14,06/08/2020
El Oro,El Guabo,23,14,10,14,74,14,50,14,13/08/2020
El Oro,El Guabo,23,14,10,14,61,14,50,14,20/08/2020
El Oro,El Guabo,23,14,10,14,171,14,40,14,27/08/2021
El Oro,El Guabo,23,14,10,14,171,14,30,14,03/09/2020
El Oro,El Guabo,23,14,10,14,83,14,20,14,10/09/2020
El Oro,El Guabo,23,14,10,14,52,14,10,14,17/09/2020
El Oro,El Guabo,23,14,10,14,57,14,30,14,24/09/2020
El Oro,El Guabo,23,14,10,14,57,14,40,14,30/09/2020
El Oro,El Guabo,23,14,10,14,52,14,10,14,08/10/2020
El Oro,El Guabo,23,14,10,14,30,14,26,14,15/10/2020
El Oro,El Guabo,23,14,10,14,30,14,26,14,22/10/2020
El Oro,El Guabo,29,14,4,14,24,14,26,14,29/10/2020
El Oro,El Guabo,29,14,4,14,31,14,26,14,05/11/2020
El Oro,El Guabo,29,14,4,14,45,14,26,14,12/11/2020
El Oro,Huaquillas,40,14,8,14,18,14,26,14,25/11/2017
El Oro,Huaquillas,40,14,8,14,3,14,32,14,25/11/2017
El Oro,Huaquillas,32,14,8,14,19,14,25,14,05/06/2018
El Oro,Huaquillas,32,14,8,14,13,14,75,14,11/02/2018
El Oro,Huaquillas,32,14,8,14,13,14,13,14,11/02/2019
El Oro,Huaquillas,32,14,8,14,13,14,88,14,11/02/2021
El Oro,Huaquillas,32,14,8,14,16,14,32,14,11/02/2021
El Oro,Huaquillas,32,14,8,14,19,14,63,14,11/02/2018
El Oro,Huaquillas,32,14,8,14,19,14,50,14,11/06/2020
El Oro,Huaquillas,32,14,8,14,22,14,88,14,18/06/2020
El Oro,Huaquillas,32,14,8,14,13,14,38,14,25/06/2020
El Oro,Huaquillas,32,14,8,14,6,14,13,14,01/07/2020
El Oro,Huaquillas,32,14,8,14,25,14,38,14,08/07/2020
El Oro,Huaquillas,32,14,8,14,38,14,75,14,15/07/2020
El Oro,Huaquillas,28,14,12,14,21,14,75,14,07/09/2019
El Oro,Huaquillas,28,14,12,14,7,14,67,14,30/07/2020
El Oro,Huaquillas,28,14,12,14,32,14,83,14,06/08/2020
El Oro,Huaquillas,28,14,12,14,29,14,25,14,13/08/2020
El Oro,Huaquillas,28,14,12,14,21,14,17,14,20/08/2020
El Oro,Huaquillas,28,14,12,14,32,14,25,14,27/08/2021
El Oro,Huaquillas,28,14,12,14,32,14,25,14,03/09/2020
El Oro,Huaquillas,28,14,12,14,32,14,17,14,10/09/2020
El Oro,Huaquillas,28,14,12,14,18,14,25,14,17/09/2020
El Oro,Huaquillas,28,14,12,14,18,14,25,14,24/09/2020
El Oro,Huaquillas,28,14,12,14,29,14,8,14,30/09/2020
El Oro,Huaquillas,28,14,12,14,32,14,25,14,08/10/2020
El Oro,Huaquillas,28,14,12,14,43,14,25,14,15/10/2020
El Oro,Huaquillas,28,14,12,14,43,14,25,14,22/10/2020
El Oro,Huaquillas,28,14,12,14,25,14,8,14,29/10/2020
El Oro,Huaquillas,28,14,12,14,32,14,8,14,05/11/2020
El Oro,Huaquillas,28,14,12,14,46,14,33,14,12/11/2020
El Oro,Machala,23,14,4,14,61,14,26,14,25/11/2017
El Oro,Machala,194,14,58,9,14,26,79,78,25/11/2017
El Oro,Machala,132,14,62,12,14,26,81,32,05/06/2018
El Oro,Machala,131,14,63,12,14,26,86,58,11/02/2018
El Oro,Machala,131,14,63,12,14,26,87,67,11/02/2019
El Oro,Machala,131,14,63,12,14,26,83,67,11/02/2021
El Oro,Machala,131,14,63,12,14,26,90,67,11/02/2021
El Oro,Machala,131,14,63,12,14,26,73,58,11/02/2018
El Oro,Machala,131,14,63,12,14,26,87,75,11/06/2020
El Oro,Machala,131,14,63,12,14,26,52,67,18/06/2020
El Oro,Machala,131,14,63,12,14,26,63,75,25/06/2020
El Oro,Machala,131,14,63,12,14,26,67,83,01/07/2020
El Oro,Machala,131,14,63,12,14,26,63,32,08/07/2020
El Oro,Machala,131,14,63,12,14,26,43,32,15/07/2020
El Oro,Machala,131,14,63,12,14,26,48,92,07/09/2019
El Oro,Machala,131,14,63,12,14,26,40,67,30/07/2020
El Oro,Machala,131,14,63,12,14,26,49,83,06/08/2020
El Oro,Machala,131,14,63,12,14,26,41,83,13/08/2020
El Oro,Machala,131,14,63,12,14,26,56,83,20/08/2020
El Oro,Machala,131,14,63,12,14,26,38,83,27/08/2021
El Oro,Machala,131,14,63,14,26,14,48,14,03/09/2020
El Oro,Machala,131,14,63,12,14,26,48,58,10/09/2020
El Oro,Machala,131,14,63,12,14,26,48,75,17/09/2020
El Oro,Machala,131,14,63,12,14,26,37,58,24/09/2020
El Oro,Machala,131,14,63,12,14,26,25,32,30/09/2020
El Oro,Machala,159,14,35,10,14,26,26,80,08/10/2020
El Oro,Machala,159,14,35,10,14,26,29,32,15/10/2020
El Oro,Machala,159,14,35,10,14,26,29,32,22/10/2020
El Oro,Machala,159,14,35,10,14,26,46,80,29/10/2020
El Oro,Machala,159,14,35,10,14,26,23,60,05/11/2020
El Oro,Machala,94,14,20,8,14,26,75,75,12/11/2020
El Oro,Pasaje,65,14,6,14,78,14,26,14,25/11/2017
El Oro,Pasaje,65,14,6,14,52,14,26,14,25/11/2017
El Oro,Pasaje,59,14,6,14,78,14,32,14,05/06/2018
El Oro,Pasaje,62,14,10,14,77,14,80,14,11/02/2018
El Oro,Pasaje,62,14,10,14,77,14,90,14,11/02/2019
El Oro,Pasaje,62,14,10,14,79,14,40,14,11/02/2021
El Oro,Pasaje,62,14,10,14,77,14,40,14,11/02/2021
El Oro,Pasaje,62,14,10,14,87,14,30,14,11/02/2018
El Oro,Pasaje,62,14,10,14,82,14,60,14,11/06/2020
El Oro,Pasaje,62,14,10,14,66,14,50,14,18/06/2020
El Oro,Pasaje,62,14,10,14,84,14,60,14,25/06/2020
El Oro,Pasaje,62,14,10,14,74,14,40,14,01/07/2020
El Oro,Pasaje,62,14,10,14,76,14,20,14,08/07/2020
El Oro,Pasaje,62,14,10,14,81,14,20,14,15/07/2020
El Oro,Pasaje,65,14,10,14,74,14,30,14,07/09/2019
El Oro,Pasaje,65,14,10,14,75,14,20,14,30/07/2020
El Oro,Pasaje,65,14,10,14,68,14,60,14,06/08/2020
El Oro,Pasaje,65,14,10,14,66,14,20,14,13/08/2020
El Oro,Pasaje,65,14,10,14,75,14,40,14,20/08/2020
El Oro,Pasaje,65,14,10,14,91,14,26,14,27/08/2021
El Oro,Pasaje,65,14,26,14,78,14,26,14,03/09/2020
